Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,157.77000427246094,156.4499969482422,156.77000427246094,157.6999969482422,18369400.0,153.74520874023438
2020-01-02,160.72999572753906,158.3300018310547,158.77999877929688,160.6199951171875,22622100.0,156.5919952392578
2020-01-03,159.9499969482422,158.05999755859375,158.32000732421875,158.6199951171875,21116200.0,154.6421661376953
2020-01-06,159.10000610351562,156.50999450683594,157.0800018310547,159.02999877929688,20813700.0,155.04188537597656
2020-01-07,159.6699981689453,157.32000732421875,159.32000732421875,157.5800018310547,21634100.0,153.6282501220703
2020-01-08,160.8000030517578,157.9499969482422,158.92999267578125,160.08999633789062,27746500.0,156.07530212402344
2020-01-09,162.22000122070312,161.02999877929688,161.83999633789062,162.08999633789062,21385000.0,158.02513122558594
2020-01-10,163.22000122070312,161.17999267578125,162.82000732421875,161.33999633789062,20725900.0,157.2939453125
2020-01-13,163.30999755859375,161.25999450683594,161.75999450683594,163.27999877929688,21626500.0,159.18528747558594
2020-01-14,163.60000610351562,161.72000122070312,163.38999938964844,162.1300048828125,23477400.0,158.06414794921875
2020-01-15,163.94000244140625,162.57000732421875,162.6199951171875,163.17999267578125,21417900.0,159.08779907226562
2020-01-16,166.24000549316406,164.02999877929688,164.35000610351562,166.1699981689453,23865400.0,162.00282287597656
2020-01-17,167.47000122070312,165.42999267578125,167.4199981689453,167.10000610351562,34371700.0,162.90953063964844
2020-01-21,168.19000244140625,166.42999267578125,166.67999267578125,166.5,29517200.0,162.32452392578125
2020-01-22,167.49000549316406,165.67999267578125,167.39999389648438,165.6999969482422,24138800.0,161.54461669921875
2020-01-23,166.8000030517578,165.27000427246094,166.19000244140625,166.72000122070312,19680800.0,162.53904724121094
2020-01-24,167.52999877929688,164.4499969482422,167.50999450683594,165.0399932861328,24918100.0,160.90115356445312
2020-01-27,163.3800048828125,160.1999969482422,161.14999389648438,162.27999877929688,32078100.0,158.2103729248047
2020-01-28,165.75999450683594,163.07000732421875,163.77999877929688,165.4600067138672,24899900.0,161.31065368652344
2020-01-29,168.75,165.69000244140625,167.83999633789062,168.0399932861328,34754500.0,163.82594299316406
2020-01-30,174.0500030517578,170.7899932861328,174.0500030517578,172.77999877929688,51597500.0,168.44705200195312
2020-01-31,172.39999389648438,169.5800018310547,172.2100067138672,170.22999572753906,36142700.0,165.96099853515625
2020-02-03,174.5,170.39999389648438,170.42999267578125,174.3800048828125,30107000.0,170.0069580078125
2020-02-04,180.63999938964844,176.30999755859375,177.13999938964844,180.1199951171875,36433300.0,175.60299682617188
2020-02-05,184.1999969482422,178.41000366210938,184.02999877929688,179.89999389648438,39186300.0,175.38848876953125
2020-02-06,183.82000732421875,180.05999755859375,180.97000122070312,183.6300048828125,27751400.0,179.02496337890625
2020-02-07,185.6300048828125,182.47999572753906,182.85000610351562,183.88999938964844,33529100.0,179.27841186523438
2020-02-10,188.83999633789062,183.25,183.5800018310547,188.6999969482422,35844300.0,183.96780395507812
2020-02-11,190.6999969482422,183.5,190.64999389648438,184.44000244140625,53159900.0,179.81466674804688
2020-02-12,185.85000610351562,181.85000610351562,185.5800018310547,184.7100067138672,47062900.0,180.07791137695312
2020-02-13,186.22999572753906,182.8699951171875,183.0800018310547,183.7100067138672,35295800.0,179.10296630859375
2020-02-14,185.41000366210938,182.64999389648438,183.25,185.35000610351562,23149500.0,180.7018280029297
2020-02-18,187.6999969482422,185.5,185.61000061035156,187.22999572753906,27792200.0,182.53466796875
2020-02-19,188.17999267578125,186.47000122070312,188.05999755859375,187.27999877929688,29997500.0,183.08213806152344
