Date,High,Low,Open,Close,Volume,Adj Close
2019-12-31,28.086000442504883,26.80533218383789,27.0,27.8886661529541,154285500.0,27.8886661529541
2020-01-02,28.713333129882812,28.11400032043457,28.299999237060547,28.68400001525879,142981500.0,28.68400001525879
2020-01-03,30.266666412353516,29.128000259399414,29.366666793823242,29.534000396728516,266677500.0,29.534000396728516
2020-01-06,30.104000091552734,29.333332061767578,29.364667892456055,30.1026668548584,151995000.0,30.1026668548584
2020-01-07,31.441999435424805,30.224000930786133,30.760000228881836,31.270666122436523,268231500.0,31.270666122436523
2020-01-08,33.232666015625,31.215333938598633,31.579999923706055,32.80933380126953,467164500.0,32.80933380126953
2020-01-09,33.253334045410156,31.524667739868164,33.13999938964844,32.089332580566406,426606000.0,32.089332580566406
2020-01-10,32.3293342590332,31.579999923706055,32.11933135986328,31.876667022705078,194392500.0,31.876667022705078
2020-01-13,35.04199981689453,32.79999923706055,32.900001525878906,34.990665435791016,397764000.0,34.990665435791016
2020-01-14,36.49399948120117,34.99333190917969,36.284000396728516,35.861331939697266,434943000.0,35.861331939697266
2020-01-15,35.85599899291992,34.452667236328125,35.31733322143555,34.56666564941406,260532000.0,34.56666564941406
2020-01-16,34.297332763671875,32.81133270263672,32.91666793823242,34.232666015625,326050500.0,34.232666015625
2020-01-17,34.37799835205078,33.54399871826172,33.840667724609375,34.03333282470703,204436500.0,34.03333282470703
2020-01-21,36.571998596191406,35.227333068847656,35.349998474121094,36.47999954223633,267052500.0,36.47999954223633
2020-01-22,39.633331298828125,37.27333450317383,38.125999450683594,37.97066879272461,470535000.0,37.97066879272461
2020-01-23,38.79999923706055,37.040000915527344,37.616668701171875,38.14666748046875,294765000.0,38.14666748046875
2020-01-24,38.25733184814453,36.95066833496094,38.04199981689453,37.654666900634766,215304000.0,37.654666900634766
2020-01-27,37.62933349609375,35.95199966430664,36.132667541503906,37.201332092285156,204121500.0,37.201332092285156
2020-01-28,38.45399856567383,37.2053337097168,37.89933395385742,37.793331146240234,176827500.0,37.793331146240234
2020-01-29,39.31999969482422,37.82866668701172,38.37933349609375,38.732666015625,267022500.0,38.732666015625
2020-01-30,43.391998291015625,41.20000076293945,42.16133117675781,42.72066879272461,435085500.0,42.72066879272461
2020-01-31,43.53333282470703,42.167999267578125,42.66666793823242,43.371334075927734,235789500.0,43.371334075927734
2020-02-03,52.409332275390625,44.90133285522461,44.91266632080078,52.0,705975000.0,52.0
2020-02-04,64.59933471679688,55.59199905395508,58.86399841308594,59.137332916259766,914082000.0,59.137332916259766
2020-02-05,56.39866638183594,46.94066619873047,54.88399887084961,48.97999954223633,726357000.0,48.97999954223633
2020-02-06,53.05533218383789,45.79999923706055,46.66133117675781,49.930667877197266,598212000.0,49.930667877197266
2020-02-07,51.31666564941406,48.66666793823242,48.70333480834961,49.871334075927734,255952500.0,49.871334075927734
2020-02-10,54.66600036621094,50.15999984741211,53.33333206176758,51.41866683959961,370338000.0,51.41866683959961
2020-02-11,52.23400115966797,50.53333282470703,51.25266647338867,51.62533187866211,175462500.0,51.62533187866211
2020-02-12,52.650001525878906,50.891334533691406,51.858001708984375,51.15266799926758,180337500.0,51.15266799926758
2020-02-13,54.53333282470703,49.0,49.45600128173828,53.599998474121094,394339500.0,53.599998474121094
2020-02-14,54.198001861572266,52.366668701171875,52.4813346862793,53.33533477783203,235405500.0,53.33533477783203
2020-02-18,57.33333206176758,55.490665435791016,56.106666564941406,57.22666549682617,245725500.0,57.22666549682617
2020-02-19,62.98533248901367,60.06800079345703,61.56666564941406,61.16133117675781,381345000.0,61.16133117675781
2020-02-20,60.79999923706055,57.3293342590332,60.79666519165039,59.96066665649414,264523500.0,59.96066665649414
2020-02-21,60.87066650390625,58.6966667175293,60.46533203125,60.06666564941406,214722000.0,60.06666564941406
2020-02-24,57.56666564941406,54.813331604003906,55.93333435058594,55.58599853515625,227883000.0,55.58599853515625
2020-02-25,57.106666564941406,52.46666717529297,56.599998474121094,53.32733154296875,259357500.0,53.32733154296875
2020-02-26,54.22066879272461,51.740665435791016,52.16666793823242,51.91999816894531,211282500.0,51.91999816894531
2020-02-27,49.31800079345703,44.599998474121094,48.66666793823242,45.266666412353516,364158000.0,45.266666412353516
2020-02-28,46.03466796875,40.768001556396484,41.97999954223633,44.53266525268555,363343500.0,44.53266525268555
2020-03-02,49.5793342590332,45.77799987792969,47.41733169555664,49.574668884277344,302925000.0,49.574668884277344
2020-03-03,53.798667907714844,47.740665435791016,53.66666793823242,49.70066833496094,386760000.0,49.70066833496094
2020-03-04,51.10133361816406,48.31533432006836,50.930667877197266,49.96666717529297,225735000.0,49.96666717529297
2020-03-05,49.71666717529297,47.871334075927734,48.2513313293457,48.30266571044922,162790500.0,48.30266571044922
2020-03-06,47.133331298828125,45.61800003051758,46.0,46.89866638183594,189943500.0,46.89866638183594
2020-03-09,44.20000076293945,40.33333206176758,40.35933303833008,40.53333282470703,256105500.0,40.53333282470703
2020-03-10,44.53333282470703,40.53333282470703,43.96200180053711,43.02199935913086,233916000.0,43.02199935913086
2020-03-11,43.571998596191406,40.866668701171875,42.68000030517578,42.28200149536133,199837500.0,42.28200149536133
2020-03-12,39.633331298828125,36.41666793823242,38.72600173950195,37.369998931884766,283636500.0,37.369998931884766
2020-03-13,40.50466537475586,33.46666717529297,39.66666793823242,36.44133377075195,339604500.0,36.44133377075195
2020-03-16,32.9913330078125,29.47800064086914,31.299999237060547,29.67133331298828,307342500.0,29.67133331298828
2020-03-17,31.456666946411133,26.399999618530273,29.333999633789062,28.68000030517578,359919000.0,28.68000030517578
2020-03-18,26.99066734313965,23.367332458496094,25.933332443237305,24.08133316040039,356793000.0,24.08133316040039
2020-03-19,30.133333206176758,23.8973331451416,24.979999542236328,28.50933265686035,452932500.0,28.50933265686035
2020-03-20,31.799999237060547,28.38599967956543,29.213333129882812,28.50200080871582,424282500.0,28.50200080871582
2020-03-23,29.46666717529297,27.366666793823242,28.906667709350586,28.952667236328125,246817500.0,28.952667236328125
2020-03-24,34.24599838256836,31.600000381469727,31.81999969482422,33.66666793823242,343428000.0,33.66666793823242
2020-03-25,37.133331298828125,34.07400131225586,36.349998474121094,35.95000076293945,318340500.0,35.95000076293945
2020-03-26,37.33333206176758,34.150001525878906,36.49266815185547,35.21066665649414,260710500.0,35.21066665649414
2020-03-27,35.0533332824707,32.935333251953125,33.66666793823242,34.29066848754883,215661000.0,34.29066848754883
2020-03-30,34.44333267211914,32.7486686706543,34.017333984375,33.47533416748047,179971500.0,33.47533416748047
2020-03-31,36.19733428955078,33.133331298828125,33.41666793823242,34.93333435058594,266572500.0,34.93333435058594
2020-04-01,34.26333236694336,31.67333221435547,33.599998474121094,32.104000091552734,200298000.0,32.104000091552734
2020-04-02,32.95066833496094,29.760000228881836,32.068668365478516,30.29800033569336,297876000.0,30.29800033569336
2020-04-03,34.36600112915039,31.22599983215332,33.96666717529297,32.000667572021484,338431500.0,32.000667572021484
2020-04-06,34.733333587646484,33.19733428955078,34.08000183105469,34.41600036621094,223527000.0,34.41600036621094
2020-04-07,37.66666793823242,35.48933410644531,36.33333206176758,36.36333465576172,268797000.0,36.36333465576172
2020-04-08,37.14733123779297,35.55533218383789,36.9466667175293,36.589332580566406,189840000.0,36.589332580566406
2020-04-09,38.345333099365234,37.14066696166992,37.4726676940918,38.20000076293945,204750000.0,38.20000076293945
2020-04-13,43.46666717529297,38.70199966430664,39.34400177001953,43.39666748046875,337131000.0,43.39666748046875
2020-04-14,49.45866775512695,46.1619987487793,46.597999572753906,47.32600021362305,458647500.0,47.32600021362305
2020-04-15,50.20866775512695,47.33333206176758,49.46666717529297,48.65533447265625,353655000.0,48.65533447265625
2020-04-16,50.630001068115234,47.11466598510742,47.79600143432617,49.680667877197266,309868500.0,49.680667877197266
2020-04-17,51.663333892822266,49.84400177001953,51.48533248901367,50.259334564208984,196923000.0,50.259334564208984
2020-04-20,51.03799819946289,47.48066711425781,48.8466682434082,49.75733184814453,221199000.0,49.75733184814453
2020-04-21,50.22200012207031,44.919334411621094,48.67466735839844,45.781333923339844,303136500.0,45.781333923339844
2020-04-22,48.93333435058594,45.91400146484375,46.93199920654297,48.807334899902344,212482500.0,48.807334899902344
2020-04-23,48.93333435058594,46.87533187866211,48.50666809082031,47.04199981689453,198550500.0,47.04199981689453
2020-04-24,48.71533203125,46.54533386230469,47.387332916259766,48.34333419799805,198180000.0,48.34333419799805
2020-04-27,53.29933166503906,49.0,49.17399978637695,53.25,310221000.0,53.25
2020-04-28,53.66666793823242,50.44599914550781,53.042667388916016,51.27466583251953,228330000.0,51.27466583251953
2020-04-29,53.54666519165039,52.21066665649414,52.678001403808594,53.367332458496094,243240000.0,53.367332458496094
2020-04-30,57.987998962402344,50.900001525878906,57.01266860961914,52.12533187866211,427078500.0,52.12533187866211
2020-05-01,51.518001556396484,45.5359992980957,50.33333206176758,46.75466537475586,487977000.0,46.75466537475586
2020-05-04,50.79999923706055,46.53333282470703,46.733333587646484,50.74599838256836,288556500.0,50.74599838256836
2020-05-05,53.26133346557617,50.8120002746582,52.65266799926758,51.2140007019043,254875500.0,51.2140007019043
2020-05-06,52.6533317565918,50.740665435791016,51.766666412353516,52.172000885009766,166848000.0,52.172000885009766
2020-05-07,53.09333419799805,51.4900016784668,51.81399917602539,52.00266647338867,172915500.0,52.00266647338867
2020-05-08,54.93333435058594,52.46733474731445,52.917999267578125,54.62799835205078,241297500.0,54.62799835205078
2020-05-11,54.93333435058594,52.33333206176758,52.70066833496094,54.08599853515625,247794000.0,54.08599853515625
2020-05-12,56.21933364868164,53.866668701171875,55.133331298828125,53.96066665649414,238603500.0,53.96066665649414
2020-05-13,55.06666564941406,50.88666534423828,54.72200012207031,52.73066711425781,285982500.0,52.73066711425781
2020-05-14,53.557334899902344,50.93333435058594,52.0,53.55533218383789,205233000.0,53.55533218383789
